,categories,customer_rating,duration,id,level,marker,name,name_suffix,original_name,parent_ids,perex,quadkey,rating,rating_local,star_rating,star_rating_unofficial,thumbnail_url,url,lat,lng,sleeping,sightseeing,relaxing,discovering,going_out,eating,doing_sports,shopping,hiking,traveling,playing,south,west,north,east
877,['eating'],,1800,poi:497335,poi,eating:food_court,City Kitchen,"New York City, USA",City Kitchen,"['poi:1894400', 'poi:32280039', 'poi:28010161', 'region:1981637', 'poi:28043160', 'region:46071', 'city:186', 'region:106', 'country:43', 'continent:6']",,032010110132021213012,0.0088768745438607,0.003716085886488608,,,,https://go.sygic.com/travel/place?id=poi:497335,40.75856,-73.988429,0,0,0,0,0,1,0,0,0,0,0,,,,
878,[],,3600,poi:20157582,poi,default,One Grand Central Place,"New York City, USA",One Grand Central Place,"['poi:32867377', 'poi:28010161', 'region:1981637', 'poi:28043160', 'region:46071', 'city:186', 'region:106', 'country:43', 'continent:6']","One Grand Central Place is a high-rise office building located at 60 East 42nd Street in Midtown Manhattan, New York City, opposite Grand…",032010110132032032030,0.0088660435049655,0.0041311222858035224,,,https://media-cdn.sygictraveldata.com/media/poi:20157582,https://go.sygic.com/travel/place?id=poi:20157582,40.7521444,-73.978808,0,0,0,0,0,0,0,0,0,0,0,40.7517545,-73.9794821,40.7524792,-73.9782574
879,['eating'],,3600,poi:677770,poi,eating:restaurant:mediterranean,Hell's Kitchen,"New York City, USA",Hell's Kitchen,"['poi:28023675', 'poi:28001958', 'region:1981637', 'poi:28043160', 'region:46071', 'city:186', 'region:106', 'country:43', 'continent:6']",,032010110132020330333,0.008854970642714,0.003706916355308674,,,,https://go.sygic.com/travel/place?id=poi:677770,40.7566594,-73.9943019,0,0,0,0,0,1,0,0,0,0,0,,,,
880,['traveling'],,900,poi:18988897,poi,traveling:station:train,8th Street–NYU,"New York City, USA",8th Street–NYU,"['poi:32601492', 'poi:28007489', 'region:1981637', 'poi:28043160', 'region:46071', 'city:186', 'region:106', 'country:43', 'continent:6']",,032010110132221000010,0.0088510441631769,0.0038739376446103113,,,https://media-cdn.sygictraveldata.com/media/poi:18988897,https://go.sygic.com/travel/place?id=poi:18988897,40.7305351,-73.9924068,0,0,0,0,0,0,0,0,0,1,0,,,,
881,['relaxing'],,5400,poi:27495864,poi,other:recreational_area,Domino Park,"New York City, USA",Domino Park,"['region:24605', 'city:186', 'region:1981647', 'region:106', 'country:43', 'continent:6']",,032010110132233232030,0.0088410533717282,0.005569366058014235,,,,https://go.sygic.com/travel/place?id=poi:27495864,40.7146212,-73.967816,0,0,1,0,0,0,0,0,0,0,0,40.7126184,-73.9688347,40.7164755,-73.9666506
882,['eating'],,3600,poi:26908416,poi,eating:restaurant,The Butcher’s Daughter,"New York City, USA",The Butcher’s Daughter,"['poi:28037162', 'poi:28007489', 'region:1981637', 'poi:28043160', 'region:46071', 'city:186', 'region:106', 'country:43', 'continent:6']",,032010110123313130033,0.0088410533717282,0.004382627721747705,,,,https://go.sygic.com/travel/place?id=poi:26908416,40.7363403,-74.0060825,0,0,0,0,0,1,0,0,0,0,0,,,,
883,['traveling'],,900,poi:24685796,poi,traveling:station:train,28th Street,"New York City, USA",28th Street,"['poi:28018843', 'poi:28010161', 'region:1981637', 'poi:28043160', 'region:46071', 'city:186', 'region:106', 'country:43', 'continent:6']",,032010110132200111101,0.0088211490673839,0.00395368637024486,,,,https://go.sygic.com/travel/place?id=poi:24685796,40.7472169,-73.9933621,0,0,0,0,0,0,0,0,0,1,0,,,,
884,['traveling'],,900,poi:24685780,poi,traveling:station:train,50th Street,"New York City, USA",50th Street,"['poi:28010161', 'region:1981637', 'poi:28043160', 'region:46071', 'city:186', 'region:106', 'country:43', 'continent:6']",,032010110132021130102,0.0088211490673839,0.003976415085032073,,,,https://go.sygic.com/travel/place?id=poi:24685780,40.7616618,-73.9838969,0,0,0,0,0,0,0,0,0,1,0,,,,
885,['sleeping'],,3600,poi:20157446,poi,sleeping:hotel,Hilton New York,"New York City, USA",Hilton New York,"['poi:32867538', 'poi:28010161', 'city:10716', 'region:1981637', 'poi:28043160', 'region:46071', 'city:186', 'region:106', 'country:43', 'continent:6']",The New York Hilton Midtown is the largest hotel in New York City and world's 101st tallest hotel.,032010110132030003122,0.0088094195111372,0.004104738404122332,,,https://media-cdn.sygictraveldata.com/media/poi:20157446,https://go.sygic.com/travel/place?id=poi:20157446,40.7624567,-73.9797083,1,0,0,0,0,0,0,0,0,0,0,40.7619153,-73.9806184,40.7629936,-73.9788095
886,"['relaxing', 'hiking']",,7200,poi:44575,poi,hiking,Jacob Riis Park,"New York City, USA",Jacob Riis Park,"['region:24620', 'city:186', 'region:106', 'country:43', 'continent:6']","Jacob Riis Park, also called Jacob A. Riis Park or Jacob Riis State Park, is a seaside park at the southwestern end of the Rockaway…",032010110331013312100,0.0087931295793825,0.0439656478969125,,,https://media-cdn.sygictraveldata.com/media/poi:44575,https://go.sygic.com/travel/place?id=poi:44575,40.567024,-73.87413,0,0,1,0,0,0,0,0,1,0,0,,,,
887,['going_out'],,10800,poi:605891,poi,discovering:theatre,PlayStation Theater,"New York City, USA",PlayStation Theater,"['poi:32280039', 'poi:28010161', 'region:1981637', 'poi:28043160', 'region:46071', 'city:186', 'region:106', 'country:43', 'continent:6']",,032010110132021320101,0.0087892046439095,0.003750546055035181,,,https://media-cdn.sygictraveldata.com/media/poi:605891,https://go.sygic.com/travel/place?id=poi:605891,40.757645,-73.9864423,0,0,0,0,1,0,0,0,0,0,0,,,,
888,['going_out'],,7200,poi:57581,poi,going_out,Arthur's Tavern,"New York City, USA",Arthur's Tavern,"['region:46071', 'city:186', 'region:106', 'country:43', 'continent:6']","Listen to bebop, rhythm&blues or jazz while having a cosy evening sitting down with a drink in this almost 90-year-old tavern.",032010110132202202210,0.0087873499816217,0.0038436774162220197,,,https://media-cdn.sygictraveldata.com/media/poi:57581,https://go.sygic.com/travel/place?id=poi:57581,40.7332008,-74.0034513,0,0,0,0,1,0,0,0,0,0,0,,,,
889,['eating'],,3600,poi:57771,poi,eating:cafe,Dun-Well Doughnuts,"New York City, USA",Dun-Well Doughnuts,"['region:24605', 'city:186', 'region:106', 'country:43', 'continent:6']",Doughnut lovers must visit this place and try those hand made sweets and local coffee. Suitable for vegans as well.,032010110310101330012,0.0087831472572772,0.016580532179712046,,,,https://go.sygic.com/travel/place?id=poi:57771,40.707457,-73.9402479,0,0,0,0,0,1,0,0,0,0,0,,,,
890,['relaxing'],,1800,poi:2287311,poi,relaxing:park,Robert Moses Plaza,"New York City, USA",Robert Moses Plaza,"['poi:20142353', 'poi:32279614', 'poi:19917408', 'region:1981637', 'poi:28043160', 'region:46071', 'city:186', 'region:106', 'country:43', 'continent:6']",,032010110132003103133,0.0087749035429399,0.004304964283963027,,,,https://go.sygic.com/travel/place?id=poi:2287311,40.7707301,-73.9847628,0,0,1,0,0,0,0,0,0,0,0,40.7704238,-73.9852897,40.7710425,-73.9842688
891,['sightseeing'],,1800,poi:2453927,poi,sightseeing:fort,Castle Williams,"New York City, USA",Castle Williams,"['poi:33054042', 'region:1945012', 'poi:11921', 'poi:28333785', 'region:46071', 'city:186', 'region:106', 'country:43', 'continent:6']","Castle Williams is a circular fortification of red sandstone on the northwest point of Governors Island, part of a system of forts designed…",032010110301130300130,0.0087699928709235,0.006517454834093822,,,https://media-cdn.sygictraveldata.com/media/poi:2453927,https://go.sygic.com/travel/place?id=poi:2453927,40.6928366,-74.0193408,0,1,0,0,0,0,0,0,0,0,0,40.6925645,-74.0197158,40.69312,-74.0189672
892,['sleeping'],,3600,poi:1874388,poi,sleeping:hotel,Millenium Hilton,"New York City, USA",Millenium Hilton,"['poi:28033300', 'poi:28333785', 'region:1981637', 'poi:28043160', 'region:46071', 'city:186', 'region:106', 'country:43', 'continent:6']","The Millennium Hilton New York Downtown is a Hilton hotel in Lower Manhattan, New York City, located at the southeast corner of Fulton…",032010110301111031213,0.0087699928709235,0.004617758033590059,,,https://media-cdn.sygictraveldata.com/media/poi:1874388,https://go.sygic.com/travel/place?id=poi:1874388,40.7111264,-74.0102443,1,0,0,0,0,0,0,0,0,0,0,40.7109507,-74.0105223,40.7113094,-74.0099109
893,['going_out'],,10800,poi:1894374,poi,discovering:theatre,Walter Kerr Theatre,"New York City, USA",Walter Kerr Theatre,"['poi:32280039', 'poi:28010161', 'region:1981637', 'poi:28043160', 'region:46071', 'city:186', 'region:106', 'country:43', 'continent:6']","The Walter Kerr Theatre is a Broadway theatre. Located at 219 West 48th Street, it is owned and operated by Jujamcyn Theaters.",032010110132021123010,0.0087627293592483,0.0036683018035376853,,,https://media-cdn.sygictraveldata.com/media/poi:1894374,https://go.sygic.com/travel/place?id=poi:1894374,40.7606813,-73.9855846,0,0,0,0,1,0,0,0,0,0,0,40.7605088,-73.9857971,40.7608533,-73.9853722
894,['shopping'],,900,poi:16323796,poi,shopping:confectionery,Lindt,"New York City, USA",Lindt,"['poi:28039457', 'poi:28010161', 'region:1981637', 'poi:28043160', 'region:46071', 'city:186', 'region:106', 'country:43', 'continent:6']",,032010110132030122213,0.008755875473109,0.004079789624134244,,,,https://go.sygic.com/travel/place?id=poi:16323796,40.7601143,-73.9757906,0,0,0,0,0,0,0,1,0,0,0,,,,
895,['eating'],,3600,poi:58039,poi,eating,Molly's Cupcakes,"New York City, USA",Molly's Cupcakes,"['region:46071', 'city:186', 'region:106', 'country:43', 'continent:6']",Enjoy this homemade sweet treat! Peach cobbler cupcake is a speciality but you can also create your own one.,032010110132220001200,0.0087246584952775,0.003979413504456041,,,,https://go.sygic.com/travel/place?id=poi:58039,40.730079,-74.002475,0,0,0,0,0,1,0,0,0,0,0,,,,
896,['traveling'],,900,poi:24685751,poi,traveling:station:train,23rd Street,"New York City, USA",23rd Street,"['poi:28018843', 'poi:28001958', 'region:1981637', 'poi:28043160', 'region:46071', 'city:186', 'region:106', 'country:43', 'continent:6']",,032010110132200132000,0.0087018671445593,0.0039002235720441165,,,,https://go.sygic.com/travel/place?id=poi:24685751,40.7440859,-73.9956411,0,0,0,0,0,0,0,0,0,1,0,,,,
897,[],,900,poi:1561504,poi,sightseeing:bridge,High Bridge,"New York City, USA",High Bridge,"['city:186', 'region:106', 'country:43', 'continent:6']",,032010110130110310212,0.0086915134690964,0.043457567345482,,,https://media-cdn.sygictraveldata.com/media/poi:1561504,https://go.sygic.com/travel/place?id=poi:1561504,40.8422346,-73.9292605,0,0,0,0,0,0,0,0,0,0,0,40.841966,-73.9316587,40.8424955,-73.926764
898,['eating'],,3600,poi:58776,poi,eating:restaurant,Virgil's,"New York City, USA",Virgil's,"['region:46071', 'city:186', 'region:106', 'country:43', 'continent:6']",Very good BBQ - tasty Southern style and large portions. Enjoy free refills of iced tea and some special sauces.,032010110132021321303,0.0086909197274407,0.0038834443341554583,,,,https://go.sygic.com/travel/place?id=poi:58776,40.757004,-73.985152,0,0,0,0,0,1,0,0,0,0,0,,,,
899,['going_out'],,10800,poi:979775,poi,discovering:theatre,Palace Theater,"New York City, USA",Palace Theater,"['poi:32280039', 'poi:28010161', 'region:1981637', 'poi:28043160', 'region:46071', 'city:186', 'region:106', 'country:43', 'continent:6']","The Palace Theatre is a Broadway theatre located at 1564 Broadway in midtown Manhattan, New York City.",032010110132021310220,0.0086733639475476,0.0036308911649711086,,,https://media-cdn.sygictraveldata.com/media/poi:979775,https://go.sygic.com/travel/place?id=poi:979775,40.7588939,-73.9846755,0,0,0,0,1,0,0,0,0,0,0,,,,
900,[],,900,poi:1609718,poi,sightseeing:bridge,Verrazzano-Narrows Bridge,"New York City, USA",Verrazzano-Narrows Bridge,"['city:186', 'region:106', 'country:43', 'continent:6']","The Verrazzano-Narrows Bridge, also referred to as the Verrazzano Bridge and formerly the Verrazano-Narrows Bridge and Narrows Bridge, is a…",032010110303300223120,0.0086688997844736,0.043344498922368,,,https://media-cdn.sygictraveldata.com/media/poi:1609718,https://go.sygic.com/travel/place?id=poi:1609718,40.6062767,-74.0456221,0,0,0,0,0,0,0,0,0,0,0,40.6017808,-74.0593479,40.6108528,-74.0318735
901,"['eating', 'shopping']",,3600,poi:61343,poi,eating:cafe,Housing Works Bookstore Cafe,"New York City, USA",Housing Works Bookstore Cafe,"['poi:28007489', 'region:1981637', 'poi:28043160', 'region:46071', 'city:186', 'region:106', 'country:43', 'continent:6', 'poi:11943']",,032010110132220303231,0.0086641618040881,0.003644972390761568,,,https://media-cdn.sygictraveldata.com/media/poi:61343,https://go.sygic.com/travel/place?id=poi:61343,40.7246076,-73.9964974,0,0,0,0,0,1,0,1,0,0,0,,,,
902,[],,900,poi:498709,poi,sightseeing:memorial,Non-Violence,"New York City, USA",Non-Violence,"['poi:32279899', 'poi:28001853', 'region:1981637', 'poi:28043160', 'region:46071', 'city:186', 'region:106', 'country:43', 'continent:6']",Non-Violence is a bronze sculpture by Swedish artist Carl Fredrik Reuterswärd of an oversized Colt Python .357 Magnum revolver with a…,032010110132033210213,0.0086592295533311,0.003938652707221279,,,https://media-cdn.sygictraveldata.com/media/poi:498709,https://go.sygic.com/travel/place?id=poi:498709,40.7506595,-73.9676308,0,0,0,0,0,0,0,0,0,0,0,,,,
903,[],,900,poi:685023,poi,other:bank,Bank of New York Mellon,"New York City, USA",Bank of New York Mellon,"['poi:28033300', 'poi:28333785', 'region:1981637', 'poi:28043160', 'region:46071', 'city:186', 'region:106', 'country:43', 'continent:6']","The Bank of New York Mellon Corporation, which does business as BNY Mellon, is an American worldwide banking and financial services holding…",032010110301111212320,0.0086558013092615,0.00455763153075319,,,https://media-cdn.sygictraveldata.com/media/poi:685023,https://go.sygic.com/travel/place?id=poi:685023,40.7078794,-74.0114581,0,0,0,0,0,0,0,0,0,0,0,,,,
904,['traveling'],,900,poi:24685725,poi,traveling:station:train,Greenpoint Avenue,"New York City, USA",Greenpoint Avenue,"['region:24605', 'city:186', 'region:106', 'country:43', 'continent:6']",,032010110132320100021,0.00865551438392,0.009613330755436167,,,https://media-cdn.sygictraveldata.com/media/poi:24685725,https://go.sygic.com/travel/place?id=poi:24685725,40.730266,-73.954275,0,0,0,0,0,0,0,0,0,1,0,,,,
905,['going_out'],,7200,poi:20002252,poi,going_out:bar,Loopy Doopy Rooftop Bar,"New York City, USA",Loopy Doopy Rooftop Bar,"['poi:32867096', 'poi:28333785', 'region:1981637', 'poi:28043160', 'region:46071', 'city:186', 'region:106', 'country:43', 'continent:6']",,032010110123332333101,0.0086352700338037,0.0040277770576043715,,,,https://go.sygic.com/travel/place?id=poi:20002252,40.7149555,-74.0153365,0,0,0,0,1,0,0,0,0,0,0,,,,
906,['traveling'],,900,poi:26805470,poi,traveling:parking:underground,Metropolitan Museum,"New York City, USA",Metropolitan Museum,"['poi:11873', 'region:1981637', 'poi:28043160', 'region:46071', 'city:186', 'region:106', 'country:43', 'continent:6']",,032010110132011121210,0.0086223938304234,0.004477022046463689,,,,https://go.sygic.com/travel/place?id=poi:26805470,40.7779111,-73.9637037,0,0,0,0,0,0,0,0,0,1,0,,,,
907,[],,900,poi:20507185,poi,sightseeing:bridge,Broadway,"New York City, USA",Broadway,"['poi:1564002', 'region:46071', 'city:186', 'region:106', 'country:43', 'continent:6']",Broadway  is a road in the U.S. state of New York. Broadway runs from State Street at Bowling Green for 13 mi through the borough of…,032010110113200231120,0.0086020804370261,0.0430104021851305,,,https://media-cdn.sygictraveldata.com/media/poi:20507185,https://go.sygic.com/travel/place?id=poi:20507185,40.873728,-73.9111109,0,0,0,0,0,0,0,0,0,0,0,40.8732958,-73.9116731,40.8741601,-73.9105487
908,['eating'],,3600,poi:58813,poi,eating:restaurant:american,Del Frisco's,"New York City, USA",Del Frisco's,"['poi:20121508', 'poi:32280039', 'poi:28010161', 'region:1981637', 'poi:28043160', 'region:46071', 'city:186', 'region:106', 'country:43', 'continent:6']","If you like great steaks with side dishes, you should go to Del Frisco's. Its chef always delivers the best quality food.",032010110132030200023,0.0085954237029721,0.0040050273152150585,,,,https://go.sygic.com/travel/place?id=poi:58813,40.7593243,-73.9816604,0,0,0,0,0,1,0,0,0,0,0,,,,
909,"['eating', 'shopping']",,3600,poi:57616,poi,shopping:market,New Amsterdam Market,"New York City, USA",New Amsterdam Market,"['region:1981637', 'region:46071', 'city:186', 'region:106', 'country:43']",Fair traide farmers market with yummy food. Community of vendors supports sustainable development and offers regional products.,032010110310000203330,0.0085658851257229,0.005395843646365015,,,,https://go.sygic.com/travel/place?id=poi:57616,40.707857,-74.0014235,0,0,0,0,0,1,0,1,0,0,0,,,,
910,['discovering'],,7200,poi:11897,poi,discovering:museum,Asia Society,"New York City, USA",Asia Society,"['poi:28028831', 'poi:28028761', 'poi:19917437', 'region:1981637', 'poi:28043160', 'region:46071', 'city:186', 'region:106', 'country:43', 'continent:6']",The Asia Society is a non-profit organization that focuses on educating the world about Asia.,032010110132013120130,0.0085587532198052,0.004244248705599674,,,https://media-cdn.sygictraveldata.com/media/poi:11897,https://go.sygic.com/travel/place?id=poi:11897,40.7698385,-73.964291,0,0,0,1,0,0,0,0,0,0,0,40.7696636,-73.9645069,40.7700133,-73.9640757
911,['traveling'],,900,poi:24685719,poi,traveling:station:train,66th Street–Lincoln Center,"New York City, USA",66th Street–Lincoln Center,"['poi:32279614', 'poi:19917408', 'region:1981637', 'poi:28043160', 'region:46071', 'city:186', 'region:106', 'country:43', 'continent:6']",,032010110132001331332,0.0085475871430453,0.004691981555056621,,,https://media-cdn.sygictraveldata.com/media/poi:24685719,https://go.sygic.com/travel/place?id=poi:24685719,40.7732766,-73.982203,0,0,0,0,0,0,0,0,0,1,0,,,,
912,['going_out'],,7200,poi:16653623,poi,going_out:pub,Trinity Place Bar and Restaurant,"New York City, USA",Trinity Place Bar and Restaurant,"['poi:28033300', 'poi:28333785', 'region:1981637', 'poi:28043160', 'region:46071', 'city:186', 'region:106', 'country:43', 'continent:6']",,032010110301111210213,0.0085467837612338,0.004625357668361975,,,https://media-cdn.sygictraveldata.com/media/poi:16653623,https://go.sygic.com/travel/place?id=poi:16653623,40.7090296,-74.0114732,0,0,0,0,1,0,0,0,0,0,0,,,,
913,[],,900,poi:20772634,poi,other:information:office,Dairy Visitor Center and Gift Shop,"New York City, USA",Dairy Visitor Center and Gift Shop,"['poi:11873', 'region:1981637', 'poi:28043160', 'region:46071', 'city:186', 'region:106', 'country:43', 'continent:6']",,032010110132012121333,0.0085451312347818,0.004214958609179962,,,https://media-cdn.sygictraveldata.com/media/poi:20772634,https://go.sygic.com/travel/place?id=poi:20772634,40.7691066,-73.9737025,0,0,0,0,0,0,0,0,0,0,0,40.7689891,-73.9738559,40.7692222,-73.9735516
914,['eating'],,5400,poi:57766,poi,eating:restaurant,Fette Sau,"New York City, USA",Fette Sau,"['region:24605', 'city:186', 'region:106', 'country:43', 'continent:6']",One of the best BBQs makers in Brooklyn according to the locals. Try beer and various cocktails as well - you won't regret.,032010110132322232321,0.0085218482827006,0.008552878613069645,,,,https://go.sygic.com/travel/place?id=poi:57766,40.7141388,-73.9563346,0,0,0,0,0,1,0,0,0,0,0,,,,
915,['eating'],,3600,poi:22227175,poi,eating:restaurant:fastfood:sandwiches,Raclette,"New York City, USA",Raclette,"['poi:62178', 'poi:28026565', 'region:1981637', 'poi:28043160', 'region:46071', 'city:186', 'region:106', 'country:43', 'continent:6']",,032010110132230002313,0.0085146645944984,0.0050737829810205025,,,,https://go.sygic.com/travel/place?id=poi:22227175,40.7288989,-73.9806257,0,0,0,0,0,1,0,0,0,0,0,,,,
916,[],,3600,poi:655724,poi,other:drinking_water,Great Lawn,"New York City, USA",Great Lawn,"['poi:11873', 'region:1981637', 'poi:28043160', 'region:46071', 'city:186', 'region:106', 'country:43', 'continent:6']",,032010110130233231000,0.0085125019189864,0.006375997716329411,,,,https://go.sygic.com/travel/place?id=poi:655724,40.7825581,-73.9667943,0,0,0,0,0,0,0,0,0,0,0,,,,
917,['discovering'],,9000,poi:11951,poi,discovering:museum,National Academy of Design,"New York City, USA",National Academy of Design,"['city:10716', 'region:46071', 'city:186', 'region:106', 'country:43', 'continent:6']","The National Academy Museum and School, founded in New York City as the National Academy of Design – known simply as the ""National Academy""…",032010110130322203000,0.0084921210864607,0.006810375017266604,,,https://media-cdn.sygictraveldata.com/media/poi:11951,https://go.sygic.com/travel/place?id=poi:11951,40.783564,-73.958491,0,0,0,1,0,0,0,0,0,0,0,,,,
918,"['going_out', 'eating']",,3600,poi:61333,poi,eating:restaurant:steakhouse,Delmonico's,"New York City, USA",Delmonico's,"['poi:28033300', 'poi:28333785', 'region:1981637', 'poi:28043160', 'region:46071', 'city:186', 'region:106', 'country:43', 'continent:6']",,032010110301113011210,0.0084819754916509,0.004466105166076433,,,,https://go.sygic.com/travel/place?id=poi:61333,40.7050005,-74.0102731,0,0,0,0,1,1,0,0,0,0,0,,,,
919,[],,2700,poi:2287456,poi,discovering:university,Rockefeller University,"New York City, USA",Rockefeller University,"['poi:28028831', 'poi:28028761', 'poi:19917437', 'region:1981637', 'poi:28043160', 'region:46071', 'city:186', 'region:106', 'country:43', 'continent:6']","The Rockefeller University is a center for scientific research, primarily in the biological and medical sciences, that provides doctoral…",032010110132120012133,0.0084809178960101,0.005802525183776859,,,https://media-cdn.sygictraveldata.com/media/poi:2287456,https://go.sygic.com/travel/place?id=poi:2287456,40.7623588,-73.9559808,0,0,0,0,0,0,0,0,0,0,0,40.7603421,-73.9582339,40.7642184,-73.95376
920,['shopping'],,1800,poi:490395,poi,shopping:clothes,Urban Outfitters,"New York City, USA",Urban Outfitters,"['poi:32280879', 'poi:28010161', 'region:1981637', 'poi:28043160', 'region:46071', 'city:186', 'region:106', 'country:43', 'continent:6']",,032010110132023211122,0.0084675398859989,0.003396207732652545,,,https://media-cdn.sygictraveldata.com/media/poi:490395,https://go.sygic.com/travel/place?id=poi:490395,40.7509578,-73.9880114,0,0,0,0,0,0,0,1,0,0,0,,,,
921,['traveling'],,900,poi:24685623,poi,traveling:station:train,Bowling Green,"New York City, USA",Bowling Green,"['poi:28033300', 'poi:28333785', 'region:1981637', 'poi:28043160', 'region:46071', 'city:186', 'region:106', 'country:43', 'continent:6']",,032010110301113002011,0.0084633032989101,0.00481436210239049,,,,https://go.sygic.com/travel/place?id=poi:24685623,40.7045688,-74.0142535,0,0,0,0,0,0,0,0,0,1,0,,,,
922,['going_out'],,10800,poi:1899486,poi,discovering:theatre,Longacre Theatre,"New York City, USA",Longacre Theatre,"['poi:32280039', 'poi:28010161', 'region:1981637', 'poi:28043160', 'region:46071', 'city:186', 'region:106', 'country:43', 'continent:6']",The Longacre Theatre is a Broadway theatre located at 220 West 48th Street in Midtown Manhattan.,032010110132021123022,0.0084571699537118,0.0035403868500495403,,,,https://go.sygic.com/travel/place?id=poi:1899486,40.7603383,-73.9859537,0,0,0,0,1,0,0,0,0,0,0,40.7601619,-73.9861799,40.7605142,-73.9857272
923,['sightseeing'],,1800,poi:1887900,poi,other:place_of_worship,Abyssinian Baptist Church,"New York City, USA",Abyssinian Baptist Church,"['poi:28011365', 'poi:28010251', 'region:1981637', 'poi:28043160', 'region:46071', 'city:186', 'region:106', 'country:43', 'continent:6']",,032010110130123303031,0.0084460247973815,0.03589894330821029,,,,https://go.sygic.com/travel/place?id=poi:1887900,40.8166427,-73.9414867,0,1,0,0,0,0,0,0,0,0,0,40.8164472,-73.9417876,40.8168366,-73.9411683
924,['relaxing'],,1800,poi:895274,poi,relaxing:park,Elevated Acre,"New York City, USA",Elevated Acre,"['poi:28033300', 'poi:28333785', 'region:1981637', 'poi:28043160', 'region:46071', 'city:186', 'region:106', 'country:43', 'continent:6']",,032010110301113120120,0.0084460247973815,0.004447175662972039,,,,https://go.sygic.com/travel/place?id=poi:895274,40.7031676,-74.0086592,0,0,1,0,0,0,0,0,0,0,0,,,,
925,['traveling'],,900,poi:19201556,poi,traveling:station:train,59th Street–Lexington Avenue,"New York City, USA",59th Street–Lexington Avenue,"['poi:28038862', 'poi:28038700', 'poi:19917437', 'region:1981637', 'poi:28043160', 'region:46071', 'city:186', 'region:106', 'country:43', 'continent:6']",Lexington Avenue/59th Street is a New York City Subway station complex shared by the IRT Lexington Avenue Line and the BMT Broadway Line.,032010110132031012100,0.0084349610867471,0.003930259952574194,,,https://media-cdn.sygictraveldata.com/media/poi:19201556,https://go.sygic.com/travel/place?id=poi:19201556,40.7627514,-73.9674729,0,0,0,0,0,0,0,0,0,1,0,,,,
926,[],,900,poi:1585391,poi,sightseeing:bridge,Green Gap Arch,"New York City, USA",Green Gap Arch,"['poi:11873', 'region:1981637', 'poi:28043160', 'region:46071', 'city:186', 'region:106', 'country:43', 'continent:6']",,032010110132012310010,0.0084294671600667,0.004180136307729918,,,,https://go.sygic.com/travel/place?id=poi:1585391,40.7679563,-73.9732126,0,0,0,0,0,0,0,0,0,0,0,40.7678103,-73.9733659,40.7681029,-73.9730609
927,['sightseeing'],,900,poi:58682,poi,sightseeing:architecture:modern,Cable Building,"New York City, USA",Cable Building,"['region:46071', 'city:186', 'region:106', 'country:43', 'continent:6']","The Cable Building is located at 611 Broadway at the northwest corner with Houston Street in NoHo and Greenwich Village, in Manhattan, New…",032010110132220302111,0.0084162952278841,0.003838765598156019,,,https://media-cdn.sygictraveldata.com/media/poi:58682,https://go.sygic.com/travel/place?id=poi:58682,40.7252884,-73.9971075,0,1,0,0,0,0,0,0,0,0,0,,,,
928,['shopping'],,1800,poi:792405,poi,shopping:clothes,Versace,"New York City, USA",Versace,"['poi:28039457', 'poi:28010161', 'region:1981637', 'poi:28043160', 'region:46071', 'city:186', 'region:106', 'country:43', 'continent:6']",,032010110132030300020,0.0083881702019654,0.0038153612941112676,,,,https://go.sygic.com/travel/place?id=poi:792405,40.7594698,-73.9762997,0,0,0,0,0,0,0,1,0,0,0,,,,
929,['shopping'],,1800,poi:597499,poi,shopping:clothes,Victoria's Secret,"New York City, USA",Victoria's Secret,"['poi:28018843', 'poi:28010161', 'region:1981637', 'poi:28043160', 'region:46071', 'city:186', 'region:106', 'country:43', 'continent:6', 'poi:34991']",,032010110132023212223,0.0083688551481128,0.0035034160219689064,,,,https://go.sygic.com/travel/place?id=poi:597499,40.7493919,-73.9898747,0,0,0,0,0,0,0,1,0,0,0,,,,
930,['eating'],,3600,poi:374403,poi,eating:restaurant,Mighty Quinn's BBQ,"New York City, USA",Mighty Quinn's BBQ,"['poi:28026565', 'region:1981637', 'poi:28043160', 'region:46071', 'city:186', 'region:106', 'country:43', 'continent:6']",,032010110132221031222,0.0083374872723868,0.003396899419233456,,,https://media-cdn.sygictraveldata.com/media/poi:374403,https://go.sygic.com/travel/place?id=poi:374403,40.727582,-73.9886316,0,0,0,0,0,1,0,0,0,0,0,,,,
931,['traveling'],,300,poi:24685651,poi,traveling:station:train:stop,42nd Street–Bryant Park,"New York City, USA",42nd Street–Bryant Park,"['poi:32108808', 'poi:28010161', 'region:1981637', 'poi:28043160', 'region:46071', 'city:186', 'region:106', 'country:43', 'continent:6']",,032010110132023110231,0.0083236433722329,0.0037521484803101886,,,,https://go.sygic.com/travel/place?id=poi:24685651,40.7547632,-73.9841316,0,0,0,0,0,0,0,0,0,1,0,,,,
932,[],,3600,poi:2194609,poi,other:doctor:hospital,NYC Health + Hospitals/Bellevue,"New York City, USA",NYC Health + Hospitals/Bellevue,"['poi:28276905', 'poi:28001853', 'region:1981637', 'poi:28043160', 'region:46071', 'city:186', 'region:106', 'country:43', 'continent:6']",,032010110132210322331,0.0083117510630077,0.0038753794910432226,,,https://media-cdn.sygictraveldata.com/media/poi:2194609,https://go.sygic.com/travel/place?id=poi:2194609,40.7390962,-73.9752158,0,0,0,0,0,0,0,0,0,0,0,40.7381849,-73.9768339,40.7401212,-73.9735604
